date,time,x,y
2/9/17,03:13.801312+00:00,356857,372836
2/9/17,03:13.834699+00:00,356857,375499
2/9/17,03:13.868085+00:00,350199,372836
2/9/17,03:13.901471+00:00,350199,374167
2/9/17,03:13.934858+00:00,350199,374167
2/9/17,03:13.968244+00:00,347536,374167
2/9/17,03:14.001630+00:00,347536,374167
2/9/17,03:14.035017+00:00,346205,374167
2/9/17,03:14.068403+00:00,346205,374167
2/9/17,03:14.101789+00:00,346205,374167
2/9/17,03:14.135176+00:00,346205,374167
2/9/17,03:14.168562+00:00,346205,374167
2/9/17,03:14.201948+00:00,344873,375499
2/9/17,03:14.235335+00:00,344873,375499
2/9/17,03:14.268721+00:00,342210,375499
2/9/17,03:14.302107+00:00,342210,375499
2/9/17,03:14.335494+00:00,343541,376830
2/9/17,03:14.368880+00:00,342210,376830
2/9/17,03:14.402266+00:00,340878,378162
2/9/17,03:14.435653+00:00,339547,378162
2/9/17,03:14.469039+00:00,338215,378162
2/9/17,03:14.502425+00:00,338215,378162
2/9/17,03:14.535812+00:00,338215,378162
2/9/17,03:14.569198+00:00,338215,378162
2/9/17,03:14.602584+00:00,338215,378162
2/9/17,03:14.635971+00:00,338215,378162
2/9/17,03:14.669357+00:00,343541,384820
2/9/17,03:14.702743+00:00,338215,378162
2/9/17,03:14.736130+00:00,336884,378162
2/9/17,03:14.769516+00:00,335552,378162
2/9/17,03:14.802902+00:00,335552,378162
2/9/17,03:14.836289+00:00,335552,379494
2/9/17,03:14.869675+00:00,334221,379494
2/9/17,03:14.903061+00:00,334221,379494
2/9/17,03:14.936448+00:00,332889,379494
2/9/17,03:14.969834+00:00,331557,379494
2/9/17,03:15.003220+00:00,331557,379494
2/9/17,03:15.036607+00:00,331557,379494
2/9/17,03:15.069993+00:00,331557,379494
2/9/17,03:15.103379+00:00,331557,379494
2/9/17,03:15.136766+00:00,332889,380825
2/9/17,03:15.170152+00:00,332889,379494
2/9/17,03:15.203538+00:00,332889,379494
2/9/17,03:15.236925+00:00,331557,379494
2/9/17,03:15.270311+00:00,330226,379494
2/9/17,03:15.303697+00:00,330226,380825
2/9/17,03:15.337084+00:00,330226,380825
2/9/17,03:15.370470+00:00,328894,380825
2/9/17,03:15.403856+00:00,328894,380825
2/9/17,03:15.437243+00:00,330226,380825
2/9/17,03:15.470629+00:00,328894,379494
2/9/17,03:15.504015+00:00,328894,379494
2/9/17,03:15.537402+00:00,328894,379494
2/9/17,03:15.570788+00:00,328894,379494
2/9/17,03:15.604174+00:00,328894,379494
2/9/17,03:15.637561+00:00,328894,379494
2/9/17,03:15.670947+00:00,327563,380825
2/9/17,03:15.704333+00:00,326231,380825
2/9/17,03:15.737720+00:00,324900,382157
2/9/17,03:15.771106+00:00,323568,382157
2/9/17,03:15.804492+00:00,323568,382157
2/9/17,03:15.837879+00:00,322237,383488
2/9/17,03:15.871265+00:00,322237,383488
2/9/17,03:15.904651+00:00,322237,382157
2/9/17,03:15.938038+00:00,323568,382157
2/9/17,03:15.971424+00:00,323568,382157
2/9/17,03:16.004810+00:00,323568,382157
2/9/17,03:16.038197+00:00,323568,382157
2/9/17,03:16.071583+00:00,323568,382157
2/9/17,03:16.104969+00:00,323568,382157
2/9/17,03:16.138356+00:00,322237,382157
2/9/17,03:16.171742+00:00,322237,382157
2/9/17,03:16.205128+00:00,322237,382157
2/9/17,03:16.238515+00:00,323568,382157
2/9/17,03:16.271901+00:00,324900,382157
2/9/17,03:16.305287+00:00,324900,382157
2/9/17,03:16.338674+00:00,327563,380825
2/9/17,03:16.372060+00:00,328894,380825
2/9/17,03:16.405446+00:00,330226,382157
2/9/17,03:16.438833+00:00,332889,382157
2/9/17,03:16.472219+00:00,335552,382157
2/9/17,03:16.505605+00:00,340878,387483
2/9/17,03:16.538992+00:00,338215,380825
2/9/17,03:16.572378+00:00,343541,386151
2/9/17,03:16.605764+00:00,342210,387483
2/9/17,03:16.639151+00:00,342210,388814
2/9/17,03:16.672537+00:00,343541,387483
2/9/17,03:16.705923+00:00,344873,387483
2/9/17,03:16.739310+00:00,347536,386151
2/9/17,03:16.772696+00:00,348868,386151
2/9/17,03:16.806082+00:00,350199,386151
2/9/17,03:16.839469+00:00,352862,386151
2/9/17,03:16.872855+00:00,352862,386151
2/9/17,03:16.906241+00:00,352862,386151
2/9/17,03:16.939628+00:00,354194,386151
2/9/17,03:16.973014+00:00,355525,386151
2/9/17,03:17.006400+00:00,358189,384820
2/9/17,03:17.039787+00:00,359520,383488
2/9/17,03:17.073173+00:00,362183,382157
2/9/17,03:17.106559+00:00,364846,379494
2/9/17,03:17.139946+00:00,368841,376830
2/9/17,03:17.173332+00:00,359520,384820
2/9/17,03:17.206718+00:00,359520,383488
2/9/17,03:17.240105+00:00,359520,382157
2/9/17,03:17.273491+00:00,362183,378162
2/9/17,03:17.306877+00:00,364846,376830
2/9/17,03:17.340264+00:00,368841,374167
2/9/17,03:17.373650+00:00,371504,374167
2/9/17,03:17.407036+00:00,372836,372836
2/9/17,03:17.440423+00:00,374167,374167
2/9/17,03:17.473809+00:00,374167,372836
2/9/17,03:17.507195+00:00,374167,374167
2/9/17,03:17.540582+00:00,374167,374167
2/9/17,03:17.573968+00:00,374167,374167
2/9/17,03:17.607354+00:00,375499,372836
2/9/17,03:17.640741+00:00,375499,371504
2/9/17,03:17.674127+00:00,376830,370173
2/9/17,03:17.707513+00:00,379494,366178
2/9/17,03:17.740900+00:00,380825,363515
2/9/17,03:17.774286+00:00,382157,362183
2/9/17,03:17.807672+00:00,383488,359520
2/9/17,03:17.841059+00:00,386151,355525
2/9/17,03:17.874445+00:00,388814,352862
2/9/17,03:17.907831+00:00,392809,348868
2/9/17,03:17.941218+00:00,396804,346205
2/9/17,03:17.974604+00:00,400798,344873
2/9/17,03:18.007990+00:00,404793,343541
2/9/17,03:18.041377+00:00,407456,340878
2/9/17,03:18.074763+00:00,408788,339547
2/9/17,03:18.108149+00:00,410119,336884
2/9/17,03:18.141536+00:00,410119,335552
2/9/17,03:18.174922+00:00,411451,334221
2/9/17,03:18.208308+00:00,411451,334221
2/9/17,03:18.241695+00:00,411451,334221
2/9/17,03:18.275081+00:00,411451,324900
2/9/17,03:18.308467+00:00,412782,323568
2/9/17,03:18.341854+00:00,414114,320905
2/9/17,03:18.375240+00:00,416777,320905
2/9/17,03:18.408626+00:00,419440,328894
2/9/17,03:18.442013+00:00,420772,328894
2/9/17,03:18.475399+00:00,420772,327563
2/9/17,03:18.508785+00:00,419440,328894
2/9/17,03:18.542172+00:00,419440,328894
2/9/17,03:18.575558+00:00,420772,327563
2/9/17,03:18.608944+00:00,423435,324900
2/9/17,03:18.642331+00:00,426098,322237
2/9/17,03:18.675717+00:00,430093,318242
2/9/17,03:18.709103+00:00,435419,314247
2/9/17,03:18.742490+00:00,442077,307589
2/9/17,03:18.775876+00:00,447403,303595
2/9/17,03:18.809262+00:00,454061,300932
2/9/17,03:18.842649+00:00,458055,299600
2/9/17,03:18.876035+00:00,463382,295605
2/9/17,03:18.909421+00:00,466045,292942
2/9/17,03:18.942808+00:00,460719,280958
2/9/17,03:18.976194+00:00,460719,278295
2/9/17,03:19.009580+00:00,462050,275632
2/9/17,03:19.042967+00:00,463382,274300
2/9/17,03:19.076353+00:00,466045,275632
2/9/17,03:19.109739+00:00,476697,282290
2/9/17,03:19.143126+00:00,478029,280958
2/9/17,03:19.176512+00:00,480692,279627
2/9/17,03:19.209898+00:00,480692,276964
2/9/17,03:19.243285+00:00,483355,272969
2/9/17,03:19.276671+00:00,475366,266311
2/9/17,03:19.310057+00:00,480692,262316
2/9/17,03:19.343444+00:00,486018,258322
2/9/17,03:19.376830+00:00,499334,262316
2/9/17,03:19.410216+00:00,504660,258322
2/9/17,03:19.443603+00:00,511318,254327
2/9/17,03:19.476989+00:00,516644,250332
2/9/17,03:19.510375+00:00,508655,241011
2/9/17,03:19.543762+00:00,511318,238348
2/9/17,03:19.577148+00:00,511318,237017
2/9/17,03:19.610534+00:00,513981,235685
2/9/17,03:19.643921+00:00,515312,237017
2/9/17,03:19.677307+00:00,525965,242343
2/9/17,03:19.710693+00:00,525965,242343
2/9/17,03:19.744080+00:00,525965,242343
2/9/17,03:19.777466+00:00,525965,242343
2/9/17,03:19.810852+00:00,527296,242343
2/9/17,03:19.844239+00:00,529960,239680
2/9/17,03:19.877625+00:00,527296,230359
2/9/17,03:19.911011+00:00,532623,226364
2/9/17,03:19.944398+00:00,536617,221038
2/9/17,03:19.977784+00:00,540612,217043
2/9/17,03:20.011170+00:00,547270,211717
2/9/17,03:20.044557+00:00,552596,207723
2/9/17,03:20.077943+00:00,557922,203728
2/9/17,03:20.111329+00:00,561917,201065
2/9/17,03:20.144716+00:00,561917,198402
2/9/17,03:20.178102+00:00,563249,195739
2/9/17,03:20.211488+00:00,563249,194407
2/9/17,03:20.244875+00:00,567243,191744
2/9/17,03:20.278261+00:00,569906,189081
2/9/17,03:20.311647+00:00,573901,187749
2/9/17,03:20.345034+00:00,579227,185086
2/9/17,03:20.378420+00:00,584553,182423
2/9/17,03:20.411806+00:00,595206,187749
2/9/17,03:20.445193+00:00,592543,179760
2/9/17,03:20.478579+00:00,599201,186418
2/9/17,03:20.511965+00:00,600532,183754
2/9/17,03:20.545352+00:00,604527,179760
2/9/17,03:20.578738+00:00,596537,171770
2/9/17,03:20.612124+00:00,600532,167776
2/9/17,03:20.645511+00:00,605858,165113
2/9/17,03:20.678897+00:00,612516,162450
2/9/17,03:20.712283+00:00,615179,159786
2/9/17,03:20.745670+00:00,621837,167776
2/9/17,03:20.779056+00:00,623169,167776
2/9/17,03:20.812442+00:00,621837,169107
2/9/17,03:20.845829+00:00,617842,173102
2/9/17,03:20.879215+00:00,619174,170439
2/9/17,03:20.912601+00:00,620505,169107
2/9/17,03:20.945988+00:00,621837,167776
2/9/17,03:20.979374+00:00,623169,167776
2/9/17,03:21.012760+00:00,620505,158455
2/9/17,03:21.046147+00:00,619174,157123
2/9/17,03:21.079533+00:00,617842,155792
2/9/17,03:21.112919+00:00,619174,154460
2/9/17,03:21.146306+00:00,620505,154460
2/9/17,03:21.179692+00:00,620505,154460
2/9/17,03:21.213078+00:00,620505,154460
2/9/17,03:21.246465+00:00,621837,151797
2/9/17,03:21.279851+00:00,621837,151797
2/9/17,03:21.313237+00:00,621837,151797
2/9/17,03:21.346624+00:00,621837,151797
2/9/17,03:21.380010+00:00,621837,151797
2/9/17,03:21.413396+00:00,621837,151797
2/9/17,03:21.446783+00:00,623169,151797
2/9/17,03:21.480169+00:00,623169,151797
2/9/17,03:21.513555+00:00,621837,151797
2/9/17,03:21.546942+00:00,621837,151797
2/9/17,03:21.580328+00:00,621837,151797
2/9/17,03:21.613714+00:00,620505,151797
2/9/17,03:21.647101+00:00,620505,151797
2/9/17,03:21.680487+00:00,620505,154460
2/9/17,03:21.713873+00:00,619174,154460
2/9/17,03:21.747260+00:00,617842,155792
2/9/17,03:21.780646+00:00,617842,155792
2/9/17,03:21.814032+00:00,616511,157123
2/9/17,03:21.847419+00:00,616511,157123
2/9/17,03:21.880805+00:00,616511,157123
2/9/17,03:21.914191+00:00,615179,158455
2/9/17,03:21.947578+00:00,615179,158455
2/9/17,03:21.980964+00:00,615179,158455
2/9/17,03:22.014350+00:00,616511,158455
2/9/17,03:22.047737+00:00,616511,158455
2/9/17,03:22.081123+00:00,616511,158455
2/9/17,03:22.114509+00:00,616511,158455
2/9/17,03:22.147896+00:00,616511,158455
2/9/17,03:22.181282+00:00,617842,158455
2/9/17,03:22.214668+00:00,619174,159786
2/9/17,03:22.248055+00:00,619174,159786
2/9/17,03:22.281441+00:00,619174,159786
2/9/17,03:22.314827+00:00,617842,159786
2/9/17,03:22.348214+00:00,616511,159786
2/9/17,03:22.381600+00:00,616511,161118
2/9/17,03:22.414986+00:00,615179,161118
2/9/17,03:22.448373+00:00,613848,161118
2/9/17,03:22.481759+00:00,613848,161118
2/9/17,03:22.515145+00:00,612516,161118
2/9/17,03:22.548532+00:00,611185,161118
2/9/17,03:22.581918+00:00,611185,161118
2/9/17,03:22.615304+00:00,611185,161118
2/9/17,03:22.648691+00:00,612516,159786
2/9/17,03:22.682077+00:00,611185,159786
2/9/17,03:22.715463+00:00,611185,161118
2/9/17,03:22.748850+00:00,611185,159786
2/9/17,03:22.782236+00:00,609853,161118
2/9/17,03:22.815622+00:00,607190,162450
2/9/17,03:22.849009+00:00,607190,162450
2/9/17,03:22.882395+00:00,607190,162450
2/9/17,03:22.915781+00:00,609853,161118
2/9/17,03:22.949168+00:00,609853,161118
2/9/17,03:22.982554+00:00,607190,162450
2/9/17,03:23.015940+00:00,608521,161118
2/9/17,03:23.049327+00:00,609853,161118
2/9/17,03:23.082713+00:00,608521,161118
2/9/17,03:23.116099+00:00,608521,161118
2/9/17,03:23.149486+00:00,608521,161118
2/9/17,03:23.182872+00:00,608521,161118
2/9/17,03:23.216258+00:00,607190,162450
2/9/17,03:23.249645+00:00,607190,162450
2/9/17,03:23.283031+00:00,608521,162450
2/9/17,03:23.316417+00:00,608521,162450
2/9/17,03:23.349804+00:00,605858,163781
2/9/17,03:23.383190+00:00,605858,163781
2/9/17,03:23.416576+00:00,607190,162450
2/9/17,03:23.449963+00:00,607190,162450
2/9/17,03:23.483349+00:00,607190,162450
2/9/17,03:23.516735+00:00,607190,162450
2/9/17,03:23.550122+00:00,607190,162450
2/9/17,03:23.583508+00:00,607190,162450
2/9/17,03:23.616894+00:00,608521,162450
2/9/17,03:23.650281+00:00,609853,161118
2/9/17,03:23.683667+00:00,611185,158455
2/9/17,03:23.717053+00:00,611185,158455
2/9/17,03:23.750440+00:00,619174,155792
2/9/17,03:23.783826+00:00,619174,157123
2/9/17,03:23.817212+00:00,617842,157123
2/9/17,03:23.850599+00:00,617842,157123
2/9/17,03:23.883985+00:00,617842,157123
2/9/17,03:23.917371+00:00,616511,158455
2/9/17,03:23.950758+00:00,627163,163781
2/9/17,03:23.984144+00:00,628495,162450
2/9/17,03:24.017530+00:00,628495,161118
2/9/17,03:24.050917+00:00,629826,161118
2/9/17,03:24.084303+00:00,629826,159786
2/9/17,03:24.117689+00:00,631158,158455
2/9/17,03:24.151076+00:00,631158,158455
2/9/17,03:24.184462+00:00,621837,151797
2/9/17,03:24.217848+00:00,621837,150466
2/9/17,03:24.251235+00:00,623169,150466
2/9/17,03:24.284621+00:00,621837,150466
2/9/17,03:24.318007+00:00,624500,149134
2/9/17,03:24.351394+00:00,624500,149134
2/9/17,03:24.384780+00:00,624500,149134
2/9/17,03:24.418166+00:00,627163,147802
2/9/17,03:24.451553+00:00,628495,147802
2/9/17,03:24.484939+00:00,627163,147802
2/9/17,03:24.518325+00:00,624500,149134
2/9/17,03:24.551712+00:00,624500,147802
2/9/17,03:24.585098+00:00,627163,147802
2/9/17,03:24.618484+00:00,629826,146471
2/9/17,03:24.651871+00:00,629826,146471
2/9/17,03:24.685257+00:00,631158,146471
2/9/17,03:24.718643+00:00,631158,146471
2/9/17,03:24.752030+00:00,632490,146471
2/9/17,03:24.785416+00:00,633821,146471
2/9/17,03:24.818802+00:00,633821,146471
2/9/17,03:24.852189+00:00,635153,146471
2/9/17,03:24.885575+00:00,633821,146471
2/9/17,03:24.918961+00:00,635153,146471
2/9/17,03:24.952348+00:00,633821,147802
2/9/17,03:24.985734+00:00,633821,147802
2/9/17,03:25.019120+00:00,633821,147802
2/9/17,03:25.052507+00:00,632490,147802
2/9/17,03:25.085893+00:00,628495,149134
2/9/17,03:25.119279+00:00,627163,149134
2/9/17,03:25.152666+00:00,625832,149134
2/9/17,03:25.186052+00:00,627163,149134
2/9/17,03:25.219438+00:00,628495,149134
2/9/17,03:25.252825+00:00,628495,149134
2/9/17,03:25.286211+00:00,627163,149134
2/9/17,03:25.319597+00:00,627163,149134
2/9/17,03:25.352984+00:00,627163,149134
2/9/17,03:25.386370+00:00,627163,149134
2/9/17,03:25.419756+00:00,628495,149134
2/9/17,03:25.453143+00:00,625832,149134
2/9/17,03:25.486529+00:00,623169,150466
2/9/17,03:25.519915+00:00,624500,149134
2/9/17,03:25.553302+00:00,633821,155792
2/9/17,03:25.586688+00:00,633821,155792
2/9/17,03:25.620074+00:00,633821,155792
2/9/17,03:25.653461+00:00,633821,155792
2/9/17,03:25.686847+00:00,635153,154460
2/9/17,03:25.720233+00:00,636484,154460
2/9/17,03:25.753620+00:00,636484,154460
2/9/17,03:25.787006+00:00,627163,147802
2/9/17,03:25.820392+00:00,625832,147802
2/9/17,03:25.853779+00:00,637816,153129
2/9/17,03:25.887165+00:00,637816,154460
2/9/17,03:25.920551+00:00,625832,147802
2/9/17,03:25.953938+00:00,627163,147802
2/9/17,03:25.987324+00:00,625832,147802
2/9/17,03:26.020710+00:00,625832,147802
2/9/17,03:26.054097+00:00,625832,147802
2/9/17,03:26.087483+00:00,625832,147802
2/9/17,03:26.120869+00:00,625832,147802
2/9/17,03:26.154256+00:00,625832,147802
2/9/17,03:26.187642+00:00,625832,147802
2/9/17,03:26.221028+00:00,625832,147802
2/9/17,03:26.254415+00:00,625832,147802
2/9/17,03:26.287801+00:00,625832,147802
2/9/17,03:26.321187+00:00,625832,147802
2/9/17,03:26.354574+00:00,627163,147802
2/9/17,03:26.387960+00:00,625832,147802
2/9/17,03:26.421346+00:00,625832,147802
2/9/17,03:26.454733+00:00,624500,147802
2/9/17,03:26.488119+00:00,624500,147802
2/9/17,03:26.521505+00:00,621837,150466
2/9/17,03:26.554892+00:00,611185,155792
2/9/17,03:26.588278+00:00,609853,157123
2/9/17,03:26.621664+00:00,609853,158455
2/9/17,03:26.655051+00:00,605858,161118
2/9/17,03:26.688437+00:00,604527,163781
2/9/17,03:26.721823+00:00,599201,166444
2/9/17,03:26.755210+00:00,597869,167776
2/9/17,03:26.788596+00:00,596537,169107
2/9/17,03:26.821982+00:00,596537,169107
2/9/17,03:26.855369+00:00,599201,167776
2/9/17,03:26.888755+00:00,600532,167776
2/9/17,03:26.922141+00:00,600532,167776
2/9/17,03:26.955528+00:00,600532,166444
2/9/17,03:26.988914+00:00,604527,165113
2/9/17,03:27.022300+00:00,603195,165113
2/9/17,03:27.055687+00:00,604527,163781
2/9/17,03:27.089073+00:00,604527,163781
2/9/17,03:27.122459+00:00,604527,163781
2/9/17,03:27.155846+00:00,605858,163781
2/9/17,03:27.189232+00:00,605858,162450
2/9/17,03:27.222618+00:00,607190,161118
2/9/17,03:27.256005+00:00,612516,158455
2/9/17,03:27.289391+00:00,612516,157123
2/9/17,03:27.322777+00:00,612516,157123
2/9/17,03:27.356163+00:00,612516,157123
2/9/17,03:27.389550+00:00,613848,155792
2/9/17,03:27.422936+00:00,617842,153129
2/9/17,03:27.456322+00:00,621837,153129
2/9/17,03:27.489709+00:00,631158,151797
2/9/17,03:27.523095+00:00,633821,150466
2/9/17,03:27.556481+00:00,643142,139813
2/9/17,03:27.589868+00:00,643142,141145
2/9/17,03:27.623254+00:00,648468,149134
2/9/17,03:27.656640+00:00,649800,147802
2/9/17,03:27.690027+00:00,645805,141145
2/9/17,03:27.723413+00:00,645805,141145
2/9/17,03:27.756799+00:00,645805,139813
2/9/17,03:27.790186+00:00,647137,137150
2/9/17,03:27.823572+00:00,647137,137150
2/9/17,03:27.856958+00:00,647137,137150
2/9/17,03:27.890345+00:00,647137,137150
2/9/17,03:27.923731+00:00,647137,137150
2/9/17,03:27.957117+00:00,647137,137150
2/9/17,03:27.990504+00:00,645805,137150
2/9/17,03:28.023890+00:00,645805,135818
2/9/17,03:28.057276+00:00,645805,135818
2/9/17,03:28.090663+00:00,644474,137150
2/9/17,03:28.124049+00:00,644474,138482
2/9/17,03:28.157435+00:00,643142,139813
2/9/17,03:28.190822+00:00,641810,141145
2/9/17,03:28.224208+00:00,641810,142476
2/9/17,03:28.257594+00:00,640479,143808
2/9/17,03:28.290981+00:00,640479,143808
2/9/17,03:28.324367+00:00,639147,143808
2/9/17,03:28.357753+00:00,639147,143808
2/9/17,03:28.391140+00:00,637816,143808
2/9/17,03:28.424526+00:00,636484,145139
2/9/17,03:28.457912+00:00,635153,146471
2/9/17,03:28.491299+00:00,641810,151797
2/9/17,03:28.524685+00:00,641810,151797
2/9/17,03:28.558071+00:00,641810,151797
2/9/17,03:28.591458+00:00,641810,151797
2/9/17,03:28.624844+00:00,633821,146471
2/9/17,03:28.658230+00:00,632490,147802
2/9/17,03:28.691617+00:00,631158,149134
2/9/17,03:28.725003+00:00,629826,153129
2/9/17,03:28.758389+00:00,629826,153129
2/9/17,03:28.791776+00:00,628495,154460
2/9/17,03:28.825162+00:00,628495,151797
2/9/17,03:28.858548+00:00,627163,153129
2/9/17,03:28.891935+00:00,627163,154460
2/9/17,03:28.925321+00:00,625832,154460
2/9/17,03:28.958707+00:00,621837,155792
2/9/17,03:28.992094+00:00,621837,154460
2/9/17,03:29.025480+00:00,620505,155792
2/9/17,03:29.058866+00:00,623169,155792
2/9/17,03:29.092253+00:00,623169,155792
2/9/17,03:29.125639+00:00,623169,157123
2/9/17,03:29.159025+00:00,624500,155792
2/9/17,03:29.192412+00:00,621837,157123
2/9/17,03:29.225798+00:00,621837,155792
2/9/17,03:29.259184+00:00,621837,155792
2/9/17,03:29.292571+00:00,623169,155792
2/9/17,03:29.325957+00:00,623169,155792
2/9/17,03:29.359343+00:00,621837,155792
2/9/17,03:29.392730+00:00,621837,155792
2/9/17,03:29.426116+00:00,621837,155792
2/9/17,03:29.459502+00:00,621837,155792
2/9/17,03:29.492889+00:00,623169,155792
2/9/17,03:29.526275+00:00,623169,155792
2/9/17,03:29.559661+00:00,623169,155792
2/9/17,03:29.593048+00:00,623169,155792
2/9/17,03:29.626434+00:00,623169,154460
2/9/17,03:29.659820+00:00,624500,154460
2/9/17,03:29.693207+00:00,624500,154460
2/9/17,03:29.726593+00:00,623169,155792
2/9/17,03:29.759979+00:00,623169,155792
2/9/17,03:29.793366+00:00,621837,155792
2/9/17,03:29.826752+00:00,620505,157123
2/9/17,03:29.860138+00:00,620505,157123
2/9/17,03:29.893525+00:00,619174,158455
2/9/17,03:29.926911+00:00,617842,159786
2/9/17,03:29.960297+00:00,617842,159786
2/9/17,03:29.993684+00:00,617842,159786
2/9/17,03:30.027070+00:00,617842,159786
2/9/17,03:30.060456+00:00,617842,159786
2/9/17,03:30.093843+00:00,619174,158455
2/9/17,03:30.127229+00:00,619174,158455
2/9/17,03:30.160615+00:00,619174,158455
2/9/17,03:30.194002+00:00,619174,158455
2/9/17,03:30.227388+00:00,619174,158455
2/9/17,03:30.260774+00:00,619174,158455
2/9/17,03:30.294161+00:00,619174,158455
2/9/17,03:30.327547+00:00,619174,158455
2/9/17,03:30.360933+00:00,620505,158455
2/9/17,03:30.394320+00:00,620505,158455
2/9/17,03:30.427706+00:00,620505,157123
2/9/17,03:30.461092+00:00,621837,158455
2/9/17,03:30.494479+00:00,620505,158455
2/9/17,03:30.527865+00:00,621837,157123
2/9/17,03:30.561251+00:00,621837,157123
2/9/17,03:30.594638+00:00,621837,158455
2/9/17,03:30.628024+00:00,620505,158455
2/9/17,03:30.661410+00:00,620505,158455
2/9/17,03:30.694797+00:00,620505,159786
2/9/17,03:30.728183+00:00,623169,159786
2/9/17,03:30.761569+00:00,628495,161118
2/9/17,03:30.794956+00:00,628495,161118
2/9/17,03:30.828342+00:00,628495,162450
2/9/17,03:30.861728+00:00,627163,163781
2/9/17,03:30.895115+00:00,627163,163781
2/9/17,03:30.928501+00:00,625832,165113
2/9/17,03:30.961887+00:00,625832,166444
2/9/17,03:30.995274+00:00,625832,166444
2/9/17,03:31.028660+00:00,624500,167776
2/9/17,03:31.062046+00:00,623169,166444
2/9/17,03:31.095433+00:00,624500,167776
2/9/17,03:31.128819+00:00,624500,169107
2/9/17,03:31.162205+00:00,617842,166444
2/9/17,03:31.195592+00:00,621837,170439
2/9/17,03:31.228978+00:00,620505,170439
2/9/17,03:31.262364+00:00,615179,166444
2/9/17,03:31.295751+00:00,613848,166444
2/9/17,03:31.329137+00:00,612516,166444
2/9/17,03:31.362523+00:00,611185,167776
2/9/17,03:31.395910+00:00,609853,169107
2/9/17,03:31.429296+00:00,611185,169107
2/9/17,03:31.462682+00:00,609853,170439
2/9/17,03:31.496069+00:00,609853,170439
2/9/17,03:31.529455+00:00,609853,170439
2/9/17,03:31.562841+00:00,609853,170439
2/9/17,03:31.596228+00:00,609853,171770
2/9/17,03:31.629614+00:00,609853,171770
2/9/17,03:31.663000+00:00,611185,171770
2/9/17,03:31.696387+00:00,612516,171770
2/9/17,03:31.729773+00:00,612516,170439
2/9/17,03:31.763159+00:00,613848,169107
2/9/17,03:31.796546+00:00,613848,169107
2/9/17,03:31.829932+00:00,613848,167776
2/9/17,03:31.863318+00:00,615179,166444
2/9/17,03:31.896705+00:00,616511,165113
2/9/17,03:31.930091+00:00,617842,163781
2/9/17,03:31.963477+00:00,617842,162450
2/9/17,03:31.996864+00:00,620505,159786
2/9/17,03:32.030250+00:00,621837,158455
2/9/17,03:32.063636+00:00,623169,157123
2/9/17,03:32.097023+00:00,624500,154460
2/9/17,03:32.130409+00:00,624500,154460
2/9/17,03:32.163795+00:00,625832,154460
2/9/17,03:32.197182+00:00,625832,154460
2/9/17,03:32.230568+00:00,627163,153129
2/9/17,03:32.263954+00:00,627163,153129
2/9/17,03:32.297341+00:00,625832,153129
2/9/17,03:32.330727+00:00,625832,154460
2/9/17,03:32.364113+00:00,624500,154460
2/9/17,03:32.397500+00:00,624500,155792
2/9/17,03:32.430886+00:00,623169,157123
2/9/17,03:32.464272+00:00,621837,158455
2/9/17,03:32.497659+00:00,621837,157123
2/9/17,03:32.531045+00:00,621837,158455
2/9/17,03:32.564431+00:00,621837,158455
2/9/17,03:32.597818+00:00,623169,158455
2/9/17,03:32.631204+00:00,621837,157123
2/9/17,03:32.664590+00:00,623169,155792
2/9/17,03:32.697977+00:00,624500,157123
2/9/17,03:32.731363+00:00,624500,157123
2/9/17,03:32.764749+00:00,627163,154460
2/9/17,03:32.798136+00:00,627163,154460
2/9/17,03:32.831522+00:00,627163,153129
2/9/17,03:32.864908+00:00,628495,151797
2/9/17,03:32.898295+00:00,628495,151797
2/9/17,03:32.931681+00:00,627163,151797
2/9/17,03:32.965067+00:00,628495,150466
2/9/17,03:32.998454+00:00,628495,150466
2/9/17,03:33.031840+00:00,628495,153129
2/9/17,03:33.065226+00:00,627163,153129
2/9/17,03:33.098613+00:00,628495,151797
2/9/17,03:33.131999+00:00,628495,151797
2/9/17,03:33.165385+00:00,627163,151797
2/9/17,03:33.198772+00:00,627163,151797
2/9/17,03:33.232158+00:00,624500,155792
2/9/17,03:33.265544+00:00,621837,158455
2/9/17,03:33.298931+00:00,620505,161118
2/9/17,03:33.332317+00:00,620505,163781
2/9/17,03:33.365703+00:00,619174,165113
2/9/17,03:33.399090+00:00,620505,170439
2/9/17,03:33.432476+00:00,619174,171770
2/9/17,03:33.465862+00:00,617842,174434
2/9/17,03:33.499249+00:00,616511,175765
2/9/17,03:33.532635+00:00,615179,178428
2/9/17,03:33.566021+00:00,612516,181091
2/9/17,03:33.599408+00:00,611185,181091
2/9/17,03:33.632794+00:00,609853,182423
2/9/17,03:33.666180+00:00,605858,185086
2/9/17,03:33.699567+00:00,600532,190412
2/9/17,03:33.732953+00:00,595206,194407
2/9/17,03:33.766339+00:00,591211,198402
2/9/17,03:33.799726+00:00,589880,199733
2/9/17,03:33.833112+00:00,587217,201065
2/9/17,03:33.866498+00:00,587217,202396
2/9/17,03:33.899885+00:00,588548,202396
2/9/17,03:33.933271+00:00,587217,203728
2/9/17,03:33.966657+00:00,589880,202396
2/9/17,03:34.000044+00:00,589880,201065
2/9/17,03:34.033430+00:00,591211,201065
2/9/17,03:34.066816+00:00,588548,202396
