date,time,x,y
2/9/17,01:53.941204+00:00,601864,183754
2/9/17,01:53.974591+00:00,601864,183754
2/9/17,01:54.007977+00:00,601864,183754
2/9/17,01:54.041363+00:00,601864,183754
2/9/17,01:54.074750+00:00,601864,183754
2/9/17,01:54.108136+00:00,600532,183754
2/9/17,01:54.141522+00:00,600532,185086
2/9/17,01:54.174909+00:00,600532,185086
2/9/17,01:54.208295+00:00,601864,183754
2/9/17,01:54.241681+00:00,601864,183754
2/9/17,01:54.275068+00:00,601864,183754
2/9/17,01:54.308454+00:00,601864,183754
2/9/17,01:54.341840+00:00,600532,183754
2/9/17,01:54.375227+00:00,600532,183754
2/9/17,01:54.408613+00:00,601864,183754
2/9/17,01:54.441999+00:00,601864,183754
2/9/17,01:54.475386+00:00,601864,183754
2/9/17,01:54.508772+00:00,601864,185086
2/9/17,01:54.542158+00:00,601864,183754
2/9/17,01:54.575545+00:00,601864,183754
2/9/17,01:54.608931+00:00,601864,183754
2/9/17,01:54.642317+00:00,601864,183754
2/9/17,01:54.675703+00:00,601864,182423
2/9/17,01:54.709090+00:00,601864,183754
2/9/17,01:54.742476+00:00,601864,183754
2/9/17,01:54.775862+00:00,601864,185086
2/9/17,01:54.809249+00:00,601864,183754
2/9/17,01:54.842635+00:00,601864,183754
2/9/17,01:54.876021+00:00,597869,179760
2/9/17,01:54.909408+00:00,597869,179760
2/9/17,01:54.942794+00:00,597869,179760
2/9/17,01:54.976180+00:00,596537,179760
2/9/17,01:55.009567+00:00,596537,179760
2/9/17,01:55.042953+00:00,596537,179760
2/9/17,01:55.076339+00:00,596537,179760
2/9/17,01:55.109726+00:00,596537,178428
2/9/17,01:55.143112+00:00,596537,178428
2/9/17,01:55.176498+00:00,596537,177097
2/9/17,01:55.209885+00:00,597869,177097
2/9/17,01:55.243271+00:00,597869,177097
2/9/17,01:55.276657+00:00,597869,177097
2/9/17,01:55.310044+00:00,597869,177097
2/9/17,01:55.343430+00:00,597869,178428
2/9/17,01:55.376816+00:00,596537,178428
2/9/17,01:55.410203+00:00,596537,179760
2/9/17,01:55.443589+00:00,597869,181091
2/9/17,01:55.476975+00:00,600532,183754
2/9/17,01:55.510362+00:00,600532,185086
2/9/17,01:55.543748+00:00,600532,185086
2/9/17,01:55.577134+00:00,600532,185086
2/9/17,01:55.610521+00:00,600532,185086
2/9/17,01:55.643907+00:00,600532,185086
2/9/17,01:55.677293+00:00,601864,185086
2/9/17,01:55.710680+00:00,603195,183754
2/9/17,01:55.744066+00:00,605858,182423
2/9/17,01:55.777452+00:00,607190,181091
2/9/17,01:55.810839+00:00,608521,178428
2/9/17,01:55.844225+00:00,608521,178428
2/9/17,01:55.877611+00:00,608521,177097
2/9/17,01:55.910998+00:00,609853,175765
2/9/17,01:55.944384+00:00,605858,169107
2/9/17,01:55.977770+00:00,605858,171770
2/9/17,01:56.011157+00:00,605858,171770
2/9/17,01:56.044543+00:00,605858,171770
2/9/17,01:56.077929+00:00,607190,171770
2/9/17,01:56.111316+00:00,609853,173102
2/9/17,01:56.144702+00:00,609853,173102
2/9/17,01:56.178088+00:00,609853,173102
2/9/17,01:56.211475+00:00,609853,173102
2/9/17,01:56.244861+00:00,609853,173102
2/9/17,01:56.278247+00:00,609853,173102
2/9/17,01:56.311634+00:00,609853,173102
2/9/17,01:56.345020+00:00,609853,173102
2/9/17,01:56.378406+00:00,609853,173102
2/9/17,01:56.411793+00:00,609853,171770
2/9/17,01:56.445179+00:00,609853,173102
2/9/17,01:56.478565+00:00,609853,173102
2/9/17,01:56.511952+00:00,611185,173102
2/9/17,01:56.545338+00:00,611185,177097
2/9/17,01:56.578724+00:00,611185,177097
2/9/17,01:56.612111+00:00,611185,177097
2/9/17,01:56.645497+00:00,611185,177097
2/9/17,01:56.678883+00:00,611185,177097
2/9/17,01:56.712270+00:00,611185,177097
2/9/17,01:56.745656+00:00,611185,177097
2/9/17,01:56.779042+00:00,611185,177097
2/9/17,01:56.812429+00:00,611185,177097
2/9/17,01:56.845815+00:00,609853,177097
2/9/17,01:56.879201+00:00,609853,177097
2/9/17,01:56.912588+00:00,609853,177097
2/9/17,01:56.945974+00:00,607190,170439
2/9/17,01:56.979360+00:00,607190,170439
2/9/17,01:57.012747+00:00,607190,170439
2/9/17,01:57.046133+00:00,607190,171770
2/9/17,01:57.079519+00:00,605858,171770
2/9/17,01:57.112906+00:00,605858,171770
2/9/17,01:57.146292+00:00,605858,171770
2/9/17,01:57.179678+00:00,607190,174434
2/9/17,01:57.213065+00:00,607190,173102
2/9/17,01:57.246451+00:00,608521,173102
2/9/17,01:57.279837+00:00,607190,174434
2/9/17,01:57.313224+00:00,605858,174434
2/9/17,01:57.346610+00:00,605858,173102
2/9/17,01:57.379996+00:00,604527,173102
2/9/17,01:57.413383+00:00,603195,173102
2/9/17,01:57.446769+00:00,601864,171770
2/9/17,01:57.480155+00:00,600532,171770
2/9/17,01:57.513542+00:00,599201,171770
2/9/17,01:57.546928+00:00,596537,175765
2/9/17,01:57.580314+00:00,595206,178428
2/9/17,01:57.613701+00:00,595206,177097
2/9/17,01:57.647087+00:00,596537,185086
2/9/17,01:57.680473+00:00,596537,186418
2/9/17,01:57.713860+00:00,595206,187749
2/9/17,01:57.747246+00:00,592543,190412
2/9/17,01:57.780632+00:00,588548,194407
2/9/17,01:57.814019+00:00,584553,197070
2/9/17,01:57.847405+00:00,577896,202396
2/9/17,01:57.880791+00:00,571238,210386
2/9/17,01:57.914178+00:00,560585,219707
2/9/17,01:57.947564+00:00,555259,223701
2/9/17,01:57.980950+00:00,545938,230359
2/9/17,01:58.014337+00:00,539280,235685
2/9/17,01:58.047723+00:00,532623,242343
2/9/17,01:58.081109+00:00,521970,251664
2/9/17,01:58.114496+00:00,512649,259653
2/9/17,01:58.147882+00:00,508655,260985
2/9/17,01:58.181268+00:00,500665,266311
2/9/17,01:58.214655+00:00,492676,271637
2/9/17,01:58.248041+00:00,486018,278295
2/9/17,01:58.281427+00:00,479360,286284
2/9/17,01:58.314814+00:00,472703,291611
2/9/17,01:58.348200+00:00,468708,294274
2/9/17,01:58.381586+00:00,464713,295605
2/9/17,01:58.414973+00:00,462050,296937
2/9/17,01:58.448359+00:00,462050,299600
2/9/17,01:58.481745+00:00,462050,300932
2/9/17,01:58.515132+00:00,460719,300932
2/9/17,01:58.548518+00:00,459387,302263
2/9/17,01:58.581904+00:00,456724,303595
2/9/17,01:58.615291+00:00,455392,304926
2/9/17,01:58.648677+00:00,454061,307589
2/9/17,01:58.682063+00:00,455392,306258
2/9/17,01:58.715450+00:00,454061,307589
2/9/17,01:58.748836+00:00,452729,306258
2/9/17,01:58.782222+00:00,451398,304926
2/9/17,01:58.815609+00:00,448735,306258
2/9/17,01:58.848995+00:00,448735,306258
2/9/17,01:58.882381+00:00,448735,306258
2/9/17,01:58.915768+00:00,448735,306258
2/9/17,01:58.949154+00:00,447403,307589
2/9/17,01:58.982540+00:00,447403,307589
2/9/17,01:59.015927+00:00,446071,307589
2/9/17,01:59.049313+00:00,446071,308921
2/9/17,01:59.082699+00:00,444740,308921
2/9/17,01:59.116086+00:00,444740,310252
2/9/17,01:59.149472+00:00,443408,311584
2/9/17,01:59.182858+00:00,442077,311584
2/9/17,01:59.216245+00:00,442077,311584
2/9/17,01:59.249631+00:00,442077,311584
2/9/17,01:59.283017+00:00,442077,312916
2/9/17,01:59.316404+00:00,440745,314247
2/9/17,01:59.349790+00:00,440745,315579
2/9/17,01:59.383176+00:00,440745,316910
2/9/17,01:59.416563+00:00,439414,316910
2/9/17,01:59.449949+00:00,439414,316910
2/9/17,01:59.483335+00:00,439414,316910
2/9/17,01:59.516722+00:00,439414,316910
2/9/17,01:59.550108+00:00,439414,316910
2/9/17,01:59.583494+00:00,440745,315579
2/9/17,01:59.616881+00:00,439414,316910
2/9/17,01:59.650267+00:00,439414,318242
2/9/17,01:59.683653+00:00,439414,319573
2/9/17,01:59.717040+00:00,438082,322237
2/9/17,01:59.750426+00:00,438082,324900
2/9/17,01:59.783812+00:00,435419,328894
2/9/17,01:59.817199+00:00,434087,331557
2/9/17,01:59.850585+00:00,432756,334221
2/9/17,01:59.883971+00:00,430093,338215
2/9/17,01:59.917358+00:00,426098,339547
2/9/17,01:59.950744+00:00,423435,342210
2/9/17,01:59.984130+00:00,423435,342210
2/9/17,02:00.017517+00:00,422103,342210
2/9/17,02:00.050903+00:00,422103,342210
2/9/17,02:00.084289+00:00,422103,342210
2/9/17,02:00.117676+00:00,422103,342210
2/9/17,02:00.151062+00:00,422103,343541
2/9/17,02:00.184448+00:00,422103,343541
2/9/17,02:00.217835+00:00,422103,342210
2/9/17,02:00.251221+00:00,422103,342210
2/9/17,02:00.284607+00:00,422103,342210
2/9/17,02:00.317994+00:00,422103,342210
2/9/17,02:00.351380+00:00,420772,342210
2/9/17,02:00.384766+00:00,420772,340878
2/9/17,02:00.418153+00:00,420772,340878
2/9/17,02:00.451539+00:00,420772,340878
2/9/17,02:00.484925+00:00,419440,339547
2/9/17,02:00.518312+00:00,419440,339547
2/9/17,02:00.551698+00:00,419440,339547
2/9/17,02:00.585084+00:00,419440,339547
2/9/17,02:00.618471+00:00,418109,339547
2/9/17,02:00.651857+00:00,416777,340878
2/9/17,02:00.685243+00:00,416777,340878
2/9/17,02:00.718630+00:00,415446,340878
2/9/17,02:00.752016+00:00,414114,342210
2/9/17,02:00.785402+00:00,411451,343541
2/9/17,02:00.818789+00:00,408788,344873
2/9/17,02:00.852175+00:00,406125,347536
2/9/17,02:00.885561+00:00,402130,348868
2/9/17,02:00.918948+00:00,398135,351531
2/9/17,02:00.952334+00:00,394141,354194
2/9/17,02:00.985720+00:00,388814,358189
2/9/17,02:01.019107+00:00,383488,362183
2/9/17,02:01.052493+00:00,379494,363515
2/9/17,02:01.085879+00:00,374167,366178
2/9/17,02:01.119266+00:00,368841,367509
2/9/17,02:01.152652+00:00,363515,371504
2/9/17,02:01.186038+00:00,356857,376830
2/9/17,02:01.219425+00:00,350199,382157
2/9/17,02:01.252811+00:00,340878,388814
2/9/17,02:01.286197+00:00,331557,396804
2/9/17,02:01.319584+00:00,323568,403462
2/9/17,02:01.352970+00:00,314247,408788
2/9/17,02:01.386356+00:00,306258,415446
2/9/17,02:01.419743+00:00,299600,420772
2/9/17,02:01.453129+00:00,292942,427430
2/9/17,02:01.486515+00:00,283621,435419
2/9/17,02:01.519902+00:00,274300,442077
2/9/17,02:01.553288+00:00,266311,447403
2/9/17,02:01.586674+00:00,259653,452729
2/9/17,02:01.620061+00:00,254327,458055
2/9/17,02:01.653447+00:00,247669,463382
2/9/17,02:01.686833+00:00,239680,470039
2/9/17,02:01.720220+00:00,233022,475366
2/9/17,02:01.753606+00:00,226364,479360
2/9/17,02:01.786992+00:00,221038,482023
2/9/17,02:01.820379+00:00,217043,487350
2/9/17,02:01.853765+00:00,211717,492676
2/9/17,02:01.887151+00:00,207723,495339
2/9/17,02:01.920538+00:00,205059,498002
2/9/17,02:01.953924+00:00,205059,499334
2/9/17,02:01.987310+00:00,207723,498002
2/9/17,02:02.020697+00:00,207723,496671
2/9/17,02:02.054083+00:00,207723,496671
2/9/17,02:02.087469+00:00,205059,498002
2/9/17,02:02.120856+00:00,202396,499334
2/9/17,02:02.154242+00:00,198402,501997
2/9/17,02:02.187628+00:00,195739,504660
2/9/17,02:02.221015+00:00,193075,505992
2/9/17,02:02.254401+00:00,190412,507323
2/9/17,02:02.287787+00:00,187749,508655
2/9/17,02:02.321174+00:00,183754,512649
2/9/17,02:02.354560+00:00,178428,513981
2/9/17,02:02.387946+00:00,175765,513981
2/9/17,02:02.421333+00:00,174434,503328
2/9/17,02:02.454719+00:00,173102,515312
2/9/17,02:02.488105+00:00,171770,517976
2/9/17,02:02.521492+00:00,167776,519307
2/9/17,02:02.554878+00:00,166444,520639
2/9/17,02:02.588264+00:00,162450,524633
2/9/17,02:02.621651+00:00,158455,527296
2/9/17,02:02.655037+00:00,157123,515312
2/9/17,02:02.688423+00:00,155792,515312
2/9/17,02:02.721810+00:00,154460,515312
2/9/17,02:02.755196+00:00,151797,517976
2/9/17,02:02.788582+00:00,157123,527296
2/9/17,02:02.821969+00:00,157123,529960
2/9/17,02:02.855355+00:00,155792,532623
2/9/17,02:02.888741+00:00,162450,529960
2/9/17,02:02.922128+00:00,161118,531291
2/9/17,02:02.955514+00:00,159786,531291
2/9/17,02:02.988900+00:00,151797,536617
2/9/17,02:03.022287+00:00,146471,539280
2/9/17,02:03.055673+00:00,141145,540612
2/9/17,02:03.089059+00:00,141145,539280
2/9/17,02:03.122446+00:00,142476,539280
2/9/17,02:03.155832+00:00,145139,539280
2/9/17,02:03.189218+00:00,145139,540612
2/9/17,02:03.222605+00:00,143808,540612
2/9/17,02:03.255991+00:00,142476,540612
2/9/17,02:03.289377+00:00,145139,539280
2/9/17,02:03.322764+00:00,145139,539280
2/9/17,02:03.356150+00:00,142476,540612
2/9/17,02:03.389536+00:00,135818,539280
2/9/17,02:03.422923+00:00,139813,541944
2/9/17,02:03.456309+00:00,139813,543275
2/9/17,02:03.489695+00:00,139813,543275
2/9/17,02:03.523082+00:00,137150,544607
2/9/17,02:03.556468+00:00,137150,545938
2/9/17,02:03.589854+00:00,135818,548601
2/9/17,02:03.623241+00:00,129161,545938
2/9/17,02:03.656627+00:00,130492,545938
2/9/17,02:03.690013+00:00,129161,547270
2/9/17,02:03.723400+00:00,129161,547270
2/9/17,02:03.756786+00:00,127829,547270
2/9/17,02:03.790172+00:00,129161,547270
2/9/17,02:03.823559+00:00,129161,547270
2/9/17,02:03.856945+00:00,133155,552596
2/9/17,02:03.890331+00:00,130492,547270
2/9/17,02:03.923718+00:00,130492,547270
2/9/17,02:03.957104+00:00,134487,551264
2/9/17,02:03.990490+00:00,133155,552596
2/9/17,02:04.023877+00:00,131824,551264
2/9/17,02:04.057263+00:00,131824,551264
2/9/17,02:04.090649+00:00,131824,552596
2/9/17,02:04.124036+00:00,131824,553928
2/9/17,02:04.157422+00:00,130492,553928
2/9/17,02:04.190808+00:00,130492,555259
2/9/17,02:04.224195+00:00,130492,555259
2/9/17,02:04.257581+00:00,130492,555259
2/9/17,02:04.290967+00:00,131824,553928
2/9/17,02:04.324354+00:00,134487,552596
2/9/17,02:04.357740+00:00,135818,551264
2/9/17,02:04.391126+00:00,134487,551264
2/9/17,02:04.424513+00:00,135818,549933
2/9/17,02:04.457899+00:00,135818,549933
2/9/17,02:04.491285+00:00,137150,547270
2/9/17,02:04.524672+00:00,138482,547270
2/9/17,02:04.558058+00:00,139813,547270
2/9/17,02:04.591444+00:00,141145,545938
2/9/17,02:04.624831+00:00,141145,545938
2/9/17,02:04.658217+00:00,141145,544607
2/9/17,02:04.691603+00:00,145139,541944
2/9/17,02:04.724990+00:00,145139,541944
2/9/17,02:04.758376+00:00,151797,536617
2/9/17,02:04.791762+00:00,151797,537949
2/9/17,02:04.825149+00:00,154460,536617
2/9/17,02:04.858535+00:00,158455,536617
2/9/17,02:04.891921+00:00,162450,535286
2/9/17,02:04.925308+00:00,142476,549933
2/9/17,02:04.958694+00:00,141145,549933
2/9/17,02:04.992080+00:00,141145,549933
2/9/17,02:05.025467+00:00,139813,551264
2/9/17,02:05.058853+00:00,138482,551264
2/9/17,02:05.092239+00:00,127829,553928
2/9/17,02:05.125626+00:00,125166,551264
2/9/17,02:05.159012+00:00,121171,540612
2/9/17,02:05.192398+00:00,125166,536617
2/9/17,02:05.225785+00:00,130492,531291
2/9/17,02:05.259171+00:00,133155,529960
2/9/17,02:05.292557+00:00,138482,527296
2/9/17,02:05.325944+00:00,150466,532623
2/9/17,02:05.359330+00:00,146471,523302
2/9/17,02:05.392716+00:00,151797,517976
2/9/17,02:05.426103+00:00,155792,513981
2/9/17,02:05.459489+00:00,158455,511318
2/9/17,02:05.492875+00:00,162450,508655
2/9/17,02:05.526262+00:00,167776,504660
2/9/17,02:05.559648+00:00,173102,500665
2/9/17,02:05.593034+00:00,187749,505992
2/9/17,02:05.626421+00:00,191744,503328
2/9/17,02:05.659807+00:00,194407,499334
2/9/17,02:05.693193+00:00,186418,490013
2/9/17,02:05.726580+00:00,191744,487350
2/9/17,02:05.759966+00:00,203728,491344
2/9/17,02:05.793352+00:00,207723,491344
2/9/17,02:05.826739+00:00,211717,490013
2/9/17,02:05.860125+00:00,213049,487350
2/9/17,02:05.893511+00:00,211717,486018
2/9/17,02:05.926898+00:00,203728,476697
2/9/17,02:05.960284+00:00,205059,475366
2/9/17,02:05.993670+00:00,207723,474034
2/9/17,02:06.027057+00:00,214380,468708
2/9/17,02:06.060443+00:00,226364,475366
2/9/17,02:06.093829+00:00,234354,470039
2/9/17,02:06.127216+00:00,241011,467376
2/9/17,02:06.160602+00:00,246338,464713
2/9/17,02:06.193988+00:00,252996,458055
2/9/17,02:06.227375+00:00,255659,454061
2/9/17,02:06.260761+00:00,250332,442077
2/9/17,02:06.294147+00:00,254327,439414
2/9/17,02:06.327534+00:00,259653,436750
2/9/17,02:06.360920+00:00,263648,435419
2/9/17,02:06.394306+00:00,264980,434087
2/9/17,02:06.427693+00:00,262316,432756
2/9/17,02:06.461079+00:00,259653,432756
2/9/17,02:06.494465+00:00,258322,432756
2/9/17,02:06.527852+00:00,258322,432756
2/9/17,02:06.561238+00:00,260985,430093
2/9/17,02:06.594624+00:00,260985,428761
2/9/17,02:06.628011+00:00,262316,428761
2/9/17,02:06.661397+00:00,263648,427430
2/9/17,02:06.694783+00:00,263648,427430
2/9/17,02:06.728170+00:00,264980,427430
2/9/17,02:06.761556+00:00,263648,427430
2/9/17,02:06.794942+00:00,263648,427430
2/9/17,02:06.828329+00:00,262316,428761
2/9/17,02:06.861715+00:00,264980,427430
2/9/17,02:06.895101+00:00,263648,427430
2/9/17,02:06.928488+00:00,264980,427430
2/9/17,02:06.961874+00:00,267643,424766
2/9/17,02:06.995260+00:00,274300,419440
2/9/17,02:07.028647+00:00,276964,418109
2/9/17,02:07.062033+00:00,282290,415446
2/9/17,02:07.095419+00:00,284953,415446
2/9/17,02:07.128806+00:00,286284,414114
2/9/17,02:07.162192+00:00,286284,411451
2/9/17,02:07.195578+00:00,288948,408788
2/9/17,02:07.228965+00:00,291611,406125
2/9/17,02:07.262351+00:00,294274,404793
2/9/17,02:07.295737+00:00,294274,404793
2/9/17,02:07.329124+00:00,295605,403462
2/9/17,02:07.362510+00:00,295605,403462
2/9/17,02:07.395896+00:00,295605,403462
2/9/17,02:07.429283+00:00,295605,403462
2/9/17,02:07.462669+00:00,295605,403462
2/9/17,02:07.496055+00:00,294274,404793
2/9/17,02:07.529442+00:00,292942,406125
2/9/17,02:07.562828+00:00,295605,403462
2/9/17,02:07.596214+00:00,298268,400798
2/9/17,02:07.629601+00:00,307589,395472
2/9/17,02:07.662987+00:00,327563,395472
2/9/17,02:07.696373+00:00,332889,392809
2/9/17,02:07.729760+00:00,338215,390146
2/9/17,02:07.763146+00:00,342210,388814
2/9/17,02:07.796532+00:00,344873,387483
2/9/17,02:07.829919+00:00,351531,382157
2/9/17,02:07.863305+00:00,342210,375499
2/9/17,02:07.896691+00:00,358189,374167
2/9/17,02:07.930078+00:00,363515,370173
2/9/17,02:07.963464+00:00,366178,370173
2/9/17,02:07.996850+00:00,368841,371504
2/9/17,02:08.030237+00:00,371504,371504
2/9/17,02:08.063623+00:00,372836,370173
2/9/17,02:08.097009+00:00,372836,368841
2/9/17,02:08.130396+00:00,372836,367509
2/9/17,02:08.163782+00:00,374167,366178
2/9/17,02:08.197168+00:00,374167,366178
2/9/17,02:08.230555+00:00,375499,366178
2/9/17,02:08.263941+00:00,375499,366178
2/9/17,02:08.297327+00:00,375499,366178
2/9/17,02:08.330714+00:00,375499,366178
2/9/17,02:08.364100+00:00,376830,367509
2/9/17,02:08.397486+00:00,376830,368841
2/9/17,02:08.430873+00:00,376830,368841
2/9/17,02:08.464259+00:00,375499,368841
2/9/17,02:08.497645+00:00,375499,368841
2/9/17,02:08.531032+00:00,376830,368841
2/9/17,02:08.564418+00:00,375499,370173
2/9/17,02:08.597804+00:00,376830,370173
2/9/17,02:08.631191+00:00,364846,371504
2/9/17,02:08.664577+00:00,370173,370173
2/9/17,02:08.697963+00:00,371504,370173
2/9/17,02:08.731350+00:00,370173,371504
2/9/17,02:08.764736+00:00,370173,370173
2/9/17,02:08.798122+00:00,370173,371504
2/9/17,02:08.831509+00:00,372836,370173
2/9/17,02:08.864895+00:00,371504,370173
2/9/17,02:08.898281+00:00,371504,370173
2/9/17,02:08.931668+00:00,370173,370173
2/9/17,02:08.965054+00:00,367509,371504
2/9/17,02:08.998440+00:00,367509,371504
2/9/17,02:09.031827+00:00,367509,370173
2/9/17,02:09.065213+00:00,367509,370173
2/9/17,02:09.098599+00:00,367509,370173
2/9/17,02:09.131986+00:00,367509,370173
2/9/17,02:09.165372+00:00,367509,370173
2/9/17,02:09.198758+00:00,368841,370173
2/9/17,02:09.232145+00:00,366178,371504
2/9/17,02:09.265531+00:00,366178,371504
2/9/17,02:09.298917+00:00,367509,371504
2/9/17,02:09.332304+00:00,370173,371504
2/9/17,02:09.365690+00:00,372836,371504
2/9/17,02:09.399076+00:00,375499,371504
2/9/17,02:09.432463+00:00,376830,371504
2/9/17,02:09.465849+00:00,379494,371504
2/9/17,02:09.499235+00:00,380825,371504
2/9/17,02:09.532622+00:00,380825,371504
2/9/17,02:09.566008+00:00,380825,372836
2/9/17,02:09.599394+00:00,380825,372836
2/9/17,02:09.632781+00:00,380825,372836
2/9/17,02:09.666167+00:00,383488,372836
2/9/17,02:09.699553+00:00,386151,372836
2/9/17,02:09.732940+00:00,387483,372836
2/9/17,02:09.766326+00:00,387483,372836
2/9/17,02:09.799712+00:00,387483,372836
2/9/17,02:09.833099+00:00,390146,372836
2/9/17,02:09.866485+00:00,390146,372836
2/9/17,02:09.899871+00:00,388814,372836
2/9/17,02:09.933258+00:00,388814,372836
2/9/17,02:09.966644+00:00,388814,372836
2/9/17,02:10.000030+00:00,391478,372836
2/9/17,02:10.033417+00:00,391478,372836
2/9/17,02:10.066803+00:00,391478,372836
2/9/17,02:10.100189+00:00,391478,372836
2/9/17,02:10.133576+00:00,391478,372836
2/9/17,02:10.166962+00:00,391478,374167
2/9/17,02:10.200348+00:00,392809,374167
2/9/17,02:10.233735+00:00,394141,374167
2/9/17,02:10.267121+00:00,394141,375499
2/9/17,02:10.300507+00:00,394141,375499
2/9/17,02:10.333894+00:00,395472,375499
2/9/17,02:10.367280+00:00,394141,375499
2/9/17,02:10.400666+00:00,392809,375499
2/9/17,02:10.434053+00:00,392809,375499
2/9/17,02:10.467439+00:00,390146,376830
2/9/17,02:10.500825+00:00,394141,376830
2/9/17,02:10.534212+00:00,395472,376830
2/9/17,02:10.567598+00:00,395472,378162
2/9/17,02:10.600984+00:00,402130,379494
2/9/17,02:10.634371+00:00,404793,382157
2/9/17,02:10.667757+00:00,407456,384820
2/9/17,02:10.701143+00:00,411451,387483
2/9/17,02:10.734530+00:00,414114,388814
2/9/17,02:10.767916+00:00,416777,390146
2/9/17,02:10.801302+00:00,420772,391478
2/9/17,02:10.834689+00:00,423435,392809
2/9/17,02:10.868075+00:00,426098,395472
2/9/17,02:10.901461+00:00,428761,396804
2/9/17,02:10.934848+00:00,430093,399467
2/9/17,02:10.968234+00:00,431424,400798
2/9/17,02:11.001620+00:00,434087,403462
2/9/17,02:11.035007+00:00,438082,407456
2/9/17,02:11.068393+00:00,439414,408788
2/9/17,02:11.101779+00:00,439414,408788
2/9/17,02:11.135166+00:00,440745,408788
2/9/17,02:11.168552+00:00,440745,410119
2/9/17,02:11.201938+00:00,442077,412782
2/9/17,02:11.235325+00:00,442077,414114
2/9/17,02:11.268711+00:00,443408,415446
2/9/17,02:11.302097+00:00,446071,418109
2/9/17,02:11.335484+00:00,448735,419440
2/9/17,02:11.368870+00:00,448735,422103
2/9/17,02:11.402256+00:00,448735,423435
2/9/17,02:11.435643+00:00,448735,423435
2/9/17,02:11.469029+00:00,447403,423435
2/9/17,02:11.502415+00:00,447403,422103
2/9/17,02:11.535802+00:00,447403,422103
2/9/17,02:11.569188+00:00,447403,422103
2/9/17,02:11.602574+00:00,447403,422103
2/9/17,02:11.635961+00:00,447403,422103
2/9/17,02:11.669347+00:00,446071,422103
2/9/17,02:11.702733+00:00,446071,422103
2/9/17,02:11.736120+00:00,446071,422103
2/9/17,02:11.769506+00:00,444740,420772
2/9/17,02:11.802892+00:00,444740,422103
2/9/17,02:11.836279+00:00,444740,420772
2/9/17,02:11.869665+00:00,444740,422103
2/9/17,02:11.903051+00:00,444740,420772
2/9/17,02:11.936438+00:00,444740,422103
2/9/17,02:11.969824+00:00,446071,422103
2/9/17,02:12.003210+00:00,446071,423435
2/9/17,02:12.036597+00:00,447403,423435
2/9/17,02:12.069983+00:00,448735,424766
2/9/17,02:12.103369+00:00,450066,424766
2/9/17,02:12.136756+00:00,448735,423435
2/9/17,02:12.170142+00:00,448735,422103
2/9/17,02:12.203528+00:00,450066,422103
2/9/17,02:12.236915+00:00,448735,420772
2/9/17,02:12.270301+00:00,448735,419440
2/9/17,02:12.303687+00:00,448735,418109
2/9/17,02:12.337074+00:00,448735,416777
2/9/17,02:12.370460+00:00,448735,416777
2/9/17,02:12.403846+00:00,448735,416777
2/9/17,02:12.437233+00:00,450066,416777
2/9/17,02:12.470619+00:00,451398,419440
2/9/17,02:12.504005+00:00,452729,422103
2/9/17,02:12.537392+00:00,455392,423435
2/9/17,02:12.570778+00:00,456724,423435
2/9/17,02:12.604164+00:00,459387,424766
2/9/17,02:12.637551+00:00,460719,426098
2/9/17,02:12.670937+00:00,462050,427430
2/9/17,02:12.704323+00:00,463382,430093
2/9/17,02:12.737710+00:00,464713,431424
2/9/17,02:12.771096+00:00,467376,434087
2/9/17,02:12.804482+00:00,470039,435419
2/9/17,02:12.837869+00:00,472703,436750
2/9/17,02:12.871255+00:00,474034,438082
2/9/17,02:12.904641+00:00,476697,438082
2/9/17,02:12.938028+00:00,478029,438082
2/9/17,02:12.971414+00:00,479360,439414
2/9/17,02:13.004800+00:00,480692,440745
2/9/17,02:13.038187+00:00,483355,444740
2/9/17,02:13.071573+00:00,488681,450066
2/9/17,02:13.104959+00:00,488681,451398
2/9/17,02:13.138346+00:00,488681,452729
2/9/17,02:13.171732+00:00,488681,452729
2/9/17,02:13.205118+00:00,490013,454061
2/9/17,02:13.238505+00:00,491344,456724
2/9/17,02:13.271891+00:00,492676,458055
2/9/17,02:13.305277+00:00,492676,459387
2/9/17,02:13.338664+00:00,492676,459387
2/9/17,02:13.372050+00:00,494007,459387
2/9/17,02:13.405436+00:00,494007,460719
2/9/17,02:13.438823+00:00,496671,462050
2/9/17,02:13.472209+00:00,499334,464713
2/9/17,02:13.505595+00:00,503328,466045
2/9/17,02:13.538982+00:00,504660,468708
2/9/17,02:13.572368+00:00,505992,471371
2/9/17,02:13.605754+00:00,508655,475366
2/9/17,02:13.639141+00:00,511318,479360
2/9/17,02:13.672527+00:00,513981,482023
2/9/17,02:13.705913+00:00,516644,486018
2/9/17,02:13.739300+00:00,519307,488681
2/9/17,02:13.772686+00:00,521970,491344
2/9/17,02:13.806072+00:00,524633,494007
2/9/17,02:13.839459+00:00,527296,496671
2/9/17,02:13.872845+00:00,531291,499334
2/9/17,02:13.906231+00:00,532623,501997
2/9/17,02:13.939618+00:00,535286,505992
2/9/17,02:13.973004+00:00,536617,509986
2/9/17,02:14.006390+00:00,537949,512649
2/9/17,02:14.039777+00:00,539280,516644
2/9/17,02:14.073163+00:00,540612,519307
2/9/17,02:14.106549+00:00,540612,521970
2/9/17,02:14.139936+00:00,540612,521970
2/9/17,02:14.173322+00:00,541944,521970
2/9/17,02:14.206708+00:00,543275,523302
